2025-05-28 16:41:44.376,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:44.786,06,00,30,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:45.046,06,00,70,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:45.163,06,00,60,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:45.269,06,00,40,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:45.372,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:45.491,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:45.622,06,00,50,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:45.725,06,00,70,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:45.831,06,00,F0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:45.935,06,00,D0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:46.041,06,00,C0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:46.147,06,00,80,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:46.253,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:46.359,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:46.465,06,00,30,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:46.571,06,00,70,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:46.677,06,00,60,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:46.782,06,00,40,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:46.888,06,00,C0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:46.989,06,00,80,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:47.095,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:47.199,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:47.305,06,00,30,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:47.411,06,00,70,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:47.516,06,00,60,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:47.622,06,00,40,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:47.728,06,00,C0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:47.832,06,00,80,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:47.938,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:48.044,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:48.148,06,00,30,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:48.254,06,00,70,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:48.361,06,00,60,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:48.465,06,00,40,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:48.571,06,00,C0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:48.675,06,00,80,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:48.781,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:48.884,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:48.990,06,00,30,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:49.096,06,00,70,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:49.199,06,00,60,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:49.304,06,00,E0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:49.407,06,00,C0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:41:49.513,06,00,80,00,00,00,00,00,00,00,00,00,00,00,00,00
