timestamp,raw_data
2025-05-28 16:18:04.012,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:04.064,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:04.178,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:04.233,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:04.339,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:04.382,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:04.494,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:04.544,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:04.636,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:05.174,06,00,30,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:06.021,06,00,20,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:06.051,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:06.314,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:06.540,06,00,30,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:06.853,06,00,70,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:07.554,06,00,60,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:07.594,06,00,40,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:07.636,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:07.954,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:07.958,06,00,50,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:07.980,06,00,70,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:08.021,06,00,F0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:09.855,06,00,70,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:09.870,06,00,50,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:09.984,06,00,D0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:10.098,06,00,F0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:10.100,06,00,70,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:10.347,06,00,F0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:10.699,06,00,70,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:10.724,06,00,60,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:10.895,06,00,40,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:10.898,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:11.065,06,00,20,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:11.119,06,00,60,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:11.132,06,00,E0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:11.166,06,00,C0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:11.232,06,00,80,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 16:18:11.264,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
