timestamp,raw_data
2025-05-28 15:55:40.162,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:40.162,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:40.163,06,00,30,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:40.163,06,00,20,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:40.164,06,00,60,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:40.164,06,00,40,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:40.165,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:40.165,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:40.166,06,00,50,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:40.167,06,00,40,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:40.215,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:40.683,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:40.738,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:40.849,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:40.905,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:40.995,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:41.599,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:41.671,06,00,20,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:42.050,06,00,60,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:42.105,06,00,40,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:42.464,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:42.692,06,00,40,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:43.240,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:43.355,06,00,80,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:43.806,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:44.072,06,00,80,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:44.187,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:44.630,06,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:44.747,06,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:44.804,06,00,00,07,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:44.995,06,00,00,0F,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:45.032,06,00,00,0E,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:45.132,06,00,00,0C,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:45.339,06,00,00,0D,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:45.381,06,00,00,0F,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:45.732,06,00,00,0E,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:45.781,06,00,00,0C,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:45.782,06,00,00,04,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:45.786,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:46.037,06,00,00,10,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:46.127,06,00,00,30,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:46.158,06,00,00,70,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:46.258,06,00,00,F0,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:46.457,06,00,00,E0,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:46.484,06,00,00,C0,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:46.499,06,00,00,80,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:46.533,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:46.756,06,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:46.830,06,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:46.871,06,00,00,00,07,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:46.947,06,00,00,00,0F,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:47.074,06,00,00,00,0E,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:47.116,06,00,00,00,0C,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:47.124,06,00,00,00,08,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:55:47.154,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
