timestamp,raw_data
2025-07-14 13:45:30.789,06,02,00,00,00,00,00,00,80,00,00,00,00,00,00,00
2025-07-14 13:45:31.416,06,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:31.675,06,02,00,00,00,00,00,00,40,00,00,00,00,00,00,00
2025-07-14 13:45:31.695,06,00,00,00,00,00,00,00,40,00,00,00,00,00,00,00
2025-07-14 13:45:32.015,06,02,00,00,00,00,00,00,40,00,00,00,00,00,00,00
2025-07-14 13:45:32.020,06,02,00,00,00,00,00,00,C0,00,00,00,00,00,00,00
2025-07-14 13:45:32.278,06,00,00,00,00,00,00,00,C0,00,00,00,00,00,00,00
2025-07-14 13:45:32.340,06,00,00,00,00,00,00,00,80,00,00,00,00,00,00,00
2025-07-14 13:45:32.356,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:33.093,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:33.211,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:33.939,06,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00
2025-07-14 13:45:33.940,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:33.998,06,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00
2025-07-14 13:45:34.000,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:34.063,06,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00
2025-07-14 13:45:34.065,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:34.198,06,00,00,00,00,00,00,80,00,00,00,00,00,00,00,00
2025-07-14 13:45:34.201,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:34.254,06,00,00,00,00,00,00,80,00,00,00,00,00,00,00,00
2025-07-14 13:45:34.258,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:34.357,06,00,00,00,00,00,00,80,00,00,00,00,00,00,00,00
2025-07-14 13:45:34.361,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:34.560,06,00,00,00,00,00,00,80,00,00,00,00,00,00,00,00
2025-07-14 13:45:34.564,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:34.626,06,00,00,00,00,00,00,80,00,00,00,00,00,00,00,00
2025-07-14 13:45:34.629,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:34.760,06,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00
2025-07-14 13:45:34.764,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:34.817,06,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00
2025-07-14 13:45:34.819,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:34.881,06,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00
2025-07-14 13:45:34.883,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:34.953,06,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00
2025-07-14 13:45:34.956,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:35.055,06,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00
2025-07-14 13:45:35.058,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:35.262,06,00,00,00,00,00,00,80,00,00,00,00,00,00,00,00
2025-07-14 13:45:35.265,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:35.324,06,00,00,00,00,00,00,80,00,00,00,00,00,00,00,00
2025-07-14 13:45:35.326,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:35.434,06,00,00,00,00,00,00,80,00,00,00,00,00,00,00,00
2025-07-14 13:45:35.436,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:35.591,06,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00
2025-07-14 13:45:35.595,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:35.638,06,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00
2025-07-14 13:45:35.642,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:35.703,06,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00
2025-07-14 13:45:35.708,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:35.998,02,00,00,00,FF,00
2025-07-14 13:45:36.003,02,00,00,00,00,00
2025-07-14 13:45:36.040,02,00,00,00,FF,00
2025-07-14 13:45:36.042,02,00,00,00,00,00
2025-07-14 13:45:36.222,02,00,00,00,01,00
2025-07-14 13:45:36.227,02,00,00,00,00,00
2025-07-14 13:45:36.256,02,00,00,00,01,00
2025-07-14 13:45:36.259,02,00,00,00,00,00
2025-07-14 13:45:36.302,02,00,00,00,01,00
2025-07-14 13:45:36.305,02,00,00,00,00,00
2025-07-14 13:45:36.344,02,00,00,00,01,00
2025-07-14 13:45:36.349,02,00,00,00,00,00
2025-07-14 13:45:36.542,02,00,00,00,FF,00
2025-07-14 13:45:36.547,02,00,00,00,00,00
2025-07-14 13:45:36.614,02,00,00,00,FF,00
2025-07-14 13:45:36.618,02,00,00,00,00,00
2025-07-14 13:45:36.738,02,00,00,00,FF,00
2025-07-14 13:45:36.744,02,00,00,00,00,00
2025-07-14 13:45:36.864,02,00,00,00,FF,00
2025-07-14 13:45:36.869,02,00,00,00,00,00
2025-07-14 13:45:36.913,02,00,00,00,01,00
2025-07-14 13:45:36.916,02,00,00,00,00,00
2025-07-14 13:45:36.956,02,00,00,00,01,00
2025-07-14 13:45:36.958,02,00,00,00,00,00
2025-07-14 13:45:36.993,02,00,00,00,01,00
2025-07-14 13:45:36.996,02,00,00,00,00,00
2025-07-14 13:45:37.043,02,00,00,00,01,00
2025-07-14 13:45:37.046,02,00,00,00,00,00
2025-07-14 13:45:37.263,02,00,00,00,FF,00
2025-07-14 13:45:37.268,02,00,00,00,00,00
2025-07-14 13:45:37.315,02,00,00,00,FF,00
2025-07-14 13:45:37.321,02,00,00,00,00,00
2025-07-14 13:45:37.377,02,00,00,00,FF,00
2025-07-14 13:45:37.382,02,00,00,00,00,00
2025-07-14 13:45:37.575,02,00,00,00,01,00
2025-07-14 13:45:37.581,02,00,00,00,00,00
2025-07-14 13:45:37.611,02,00,00,00,01,00
2025-07-14 13:45:37.616,02,00,00,00,00,00
2025-07-14 13:45:37.650,02,00,00,00,01,00
2025-07-14 13:45:37.654,02,00,00,00,00,00
2025-07-14 13:45:37.878,02,00,00,00,FF,00
2025-07-14 13:45:37.879,02,00,00,00,00,00
2025-07-14 13:45:37.935,02,00,00,00,FF,00
2025-07-14 13:45:37.936,02,00,00,00,00,00
2025-07-14 13:45:37.977,02,00,00,00,FF,00
2025-07-14 13:45:37.980,02,00,00,00,00,00
2025-07-14 13:45:38.051,02,00,00,00,FF,00
2025-07-14 13:45:38.058,02,00,00,00,00,00
2025-07-14 13:45:38.545,02,00,00,00,01,00
2025-07-14 13:45:38.551,02,00,00,00,00,00
2025-07-14 13:45:38.589,02,00,00,00,01,00
2025-07-14 13:45:38.593,02,00,00,00,00,00
2025-07-14 13:45:38.699,02,00,00,00,01,00
2025-07-14 13:45:38.704,02,00,00,00,00,00
2025-07-14 13:45:38.854,02,00,00,00,FF,00
2025-07-14 13:45:38.857,02,00,00,00,00,00
2025-07-14 13:45:39.007,02,00,00,00,FF,00
2025-07-14 13:45:39.011,02,00,00,00,00,00
2025-07-14 13:45:39.439,02,00,00,00,FF,00
2025-07-14 13:45:39.443,02,00,00,00,00,00
2025-07-14 13:45:39.743,02,00,00,00,01,00
2025-07-14 13:45:39.748,02,00,00,00,00,00
2025-07-14 13:45:39.808,02,00,00,00,01,00
2025-07-14 13:45:39.813,02,00,00,00,00,00
2025-07-14 13:45:40.050,02,00,00,00,FF,00
2025-07-14 13:45:40.055,02,00,00,00,00,00
2025-07-14 13:45:40.585,02,00,00,00,01,00
2025-07-14 13:45:40.588,02,00,00,00,00,00
2025-07-14 13:45:41.071,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.075,06,03,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.079,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.082,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.112,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.116,06,03,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.120,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.124,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.162,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.166,06,03,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.169,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.172,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.193,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.195,06,03,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.197,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.198,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.402,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.407,06,01,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.412,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.416,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.435,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.439,06,01,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.442,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.445,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.485,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.488,06,01,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.491,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.493,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.518,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.520,06,01,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.523,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.525,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.572,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.575,06,01,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.578,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.581,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.612,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.615,06,01,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.618,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.620,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.799,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.805,06,03,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.810,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.814,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.823,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.826,06,03,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.829,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.832,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.856,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.859,06,03,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.862,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.864,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.879,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.882,06,03,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.884,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.887,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:41.997,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:42.004,06,03,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:42.008,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:42.013,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:42.116,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:42.123,06,01,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:42.128,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:42.133,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:42.254,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:42.261,06,01,00,00,40,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:42.446,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:42.449,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:42.634,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:42.641,06,01,00,00,40,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:42.734,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:42.742,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:43.017,06,07,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:43.024,06,07,00,00,00,04,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:43.389,06,07,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:43.392,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:43.543,06,07,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:43.552,06,07,00,00,00,04,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:43.999,06,07,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:44.006,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:44.181,06,07,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:44.189,06,07,00,00,00,04,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:44.463,06,07,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-07-14 13:45:44.472,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
