timestamp,raw_data
2025-05-28 16:14:15.110,06,00,00,00,00,00,00,00
2025-05-28 16:14:15.236,06,00,10,00,00,00,00,00
2025-05-28 16:14:15.284,06,00,00,00,00,00,00,00
2025-05-28 16:14:15.873,06,00,10,00,00,00,00,00
2025-05-28 16:14:16.240,06,00,30,00,00,00,00,00
2025-05-28 16:14:16.754,06,00,20,00,00,00,00,00
2025-05-28 16:14:16.800,06,00,00,00,00,00,00,00
2025-05-28 16:14:18.022,06,00,20,00,00,00,00,00
2025-05-28 16:14:18.033,06,00,30,00,00,00,00,00
2025-05-28 16:14:18.050,06,00,70,00,00,00,00,00
2025-05-28 16:14:18.126,06,00,60,00,00,00,00,00
2025-05-28 16:14:18.153,06,00,E0,00,00,00,00,00
2025-05-28 16:14:18.189,06,00,C0,00,00,00,00,00
2025-05-28 16:14:18.238,06,00,80,00,00,00,00,00
2025-05-28 16:14:18.325,06,00,90,00,00,00,00,00
2025-05-28 16:14:18.372,06,00,10,00,00,00,00,00
2025-05-28 16:14:18.394,06,00,30,00,00,00,00,00
2025-05-28 16:14:18.450,06,00,20,00,00,00,00,00
2025-05-28 16:14:18.480,06,00,60,00,00,00,00,00
2025-05-28 16:14:18.520,06,00,E0,00,00,00,00,00
2025-05-28 16:14:18.537,06,00,C0,00,00,00,00,00
2025-05-28 16:14:18.551,06,00,80,00,00,00,00,00
2025-05-28 16:14:18.618,06,00,00,00,00,00,00,00
2025-05-28 16:14:18.667,06,00,10,00,00,00,00,00
2025-05-28 16:14:18.696,06,00,30,00,00,00,00,00
2025-05-28 16:14:18.737,06,00,20,00,00,00,00,00
2025-05-28 16:14:18.739,06,00,60,00,00,00,00,00
2025-05-28 16:14:18.792,06,00,40,00,00,00,00,00
2025-05-28 16:14:18.794,06,00,C0,00,00,00,00,00
2025-05-28 16:14:18.802,06,00,80,00,00,00,00,00
2025-05-28 16:14:18.846,06,00,00,00,00,00,00,00
2025-05-28 16:14:19.190,06,00,00,01,00,00,00,00
2025-05-28 16:14:19.192,06,00,00,03,00,00,00,00
2025-05-28 16:14:19.204,06,00,00,07,00,00,00,00
2025-05-28 16:14:19.235,06,00,00,06,00,00,00,00
2025-05-28 16:14:19.288,06,00,00,0E,00,00,00,00
2025-05-28 16:14:19.327,06,00,00,0C,00,00,00,00
2025-05-28 16:14:19.354,06,00,00,08,00,00,00,00
2025-05-28 16:14:19.420,06,00,00,00,00,00,00,00
2025-05-28 16:14:19.450,06,00,00,01,00,00,00,00
2025-05-28 16:14:19.475,06,00,00,03,00,00,00,00
2025-05-28 16:14:19.513,06,00,00,07,00,00,00,00
2025-05-28 16:14:19.520,06,00,00,06,00,00,00,00
2025-05-28 16:14:19.550,06,00,00,0E,00,00,00,00
2025-05-28 16:14:19.567,06,00,00,0C,00,00,00,00
2025-05-28 16:14:19.586,06,00,00,08,00,00,00,00
2025-05-28 16:14:19.647,06,00,00,00,00,00,00,00
2025-05-28 16:14:19.715,06,00,00,01,00,00,00,00
2025-05-28 16:14:19.756,06,00,00,03,00,00,00,00
2025-05-28 16:14:19.786,06,00,00,02,00,00,00,00
2025-05-28 16:14:19.787,06,00,00,06,00,00,00,00
2025-05-28 16:14:19.809,06,00,00,04,00,00,00,00
2025-05-28 16:14:19.810,06,00,00,00,00,00,00,00
2025-05-28 16:14:19.812,06,00,00,08,00,00,00,00
2025-05-28 16:14:19.896,06,00,00,00,00,00,00,00
2025-05-28 16:14:19.935,06,00,00,01,00,00,00,00
2025-05-28 16:14:19.964,06,00,00,03,00,00,00,00
2025-05-28 16:14:20.049,06,00,00,02,00,00,00,00
2025-05-28 16:14:20.052,06,00,00,06,00,00,00,00
2025-05-28 16:14:20.082,06,00,00,0E,00,00,00,00
2025-05-28 16:14:20.089,06,00,00,0C,00,00,00,00
2025-05-28 16:14:20.119,06,00,00,08,00,00,00,00
2025-05-28 16:14:20.166,06,00,00,00,00,00,00,00
2025-05-28 16:14:20.231,06,00,00,01,00,00,00,00
2025-05-28 16:14:20.257,06,00,00,03,00,00,00,00
2025-05-28 16:14:20.301,06,00,00,07,00,00,00,00
2025-05-28 16:14:20.309,06,00,00,06,00,00,00,00
2025-05-28 16:14:20.317,06,00,00,0E,00,00,00,00
2025-05-28 16:14:20.348,06,00,00,0C,00,00,00,00
2025-05-28 16:14:20.349,06,00,00,08,00,00,00,00
2025-05-28 16:14:20.410,06,00,00,00,00,00,00,00
2025-05-28 16:14:20.476,06,00,00,01,00,00,00,00
2025-05-28 16:14:20.492,06,00,00,03,00,00,00,00
2025-05-28 16:14:20.526,06,00,00,07,00,00,00,00
2025-05-28 16:14:20.549,06,00,00,06,00,00,00,00
2025-05-28 16:14:20.567,06,00,00,0E,00,00,00,00
2025-05-28 16:14:20.588,06,00,00,0C,00,00,00,00
2025-05-28 16:14:20.612,06,00,00,08,00,00,00,00
2025-05-28 16:14:20.669,06,00,00,00,00,00,00,00
2025-05-28 16:14:20.710,06,00,00,01,00,00,00,00
2025-05-28 16:14:20.732,06,00,00,03,00,00,00,00
2025-05-28 16:14:20.779,06,00,00,07,00,00,00,00
2025-05-28 16:14:20.788,06,00,00,06,00,00,00,00
2025-05-28 16:14:20.809,06,00,00,0E,00,00,00,00
2025-05-28 16:14:20.835,06,00,00,0C,00,00,00,00
2025-05-28 16:14:20.838,06,00,00,08,00,00,00,00
2025-05-28 16:14:20.883,06,00,00,00,00,00,00,00
2025-05-28 16:14:20.971,06,00,00,01,00,00,00,00
2025-05-28 16:14:20.981,06,00,00,03,00,00,00,00
2025-05-28 16:14:21.009,06,00,00,02,00,00,00,00
2025-05-28 16:14:21.012,06,00,00,06,00,00,00,00
2025-05-28 16:14:21.028,06,00,00,02,00,00,00,00
2025-05-28 16:14:21.032,06,00,00,0A,00,00,00,00
2025-05-28 16:14:21.058,06,00,00,08,00,00,00,00
2025-05-28 16:14:21.095,06,00,00,00,00,00,00,00
2025-05-28 16:14:21.227,06,00,00,02,00,00,00,00
2025-05-28 16:14:21.230,06,00,00,06,00,00,00,00
2025-05-28 16:14:21.244,06,00,00,0E,00,00,00,00
2025-05-28 16:14:21.262,06,00,00,0C,00,00,00,00
2025-05-28 16:14:21.294,06,00,00,08,00,00,00,00
2025-05-28 16:14:21.343,06,00,00,00,00,00,00,00
2025-05-28 16:14:21.400,06,00,00,01,00,00,00,00
2025-05-28 16:14:21.459,06,00,00,03,00,00,00,00
2025-05-28 16:14:21.484,06,00,00,02,00,00,00,00
2025-05-28 16:14:21.498,06,00,00,06,00,00,00,00
2025-05-28 16:14:21.517,06,00,00,02,00,00,00,00
2025-05-28 16:14:21.525,06,00,00,0A,00,00,00,00
2025-05-28 16:14:21.535,06,00,00,08,00,00,00,00
2025-05-28 16:14:21.536,06,00,00,0C,00,00,00,00
2025-05-28 16:14:21.541,06,00,00,08,00,00,00,00
2025-05-28 16:14:21.604,06,00,00,00,00,00,00,00
2025-05-28 16:14:21.658,06,00,00,01,00,00,00,00
2025-05-28 16:14:21.717,06,00,00,03,00,00,00,00
2025-05-28 16:14:21.755,06,00,00,02,00,00,00,00
2025-05-28 16:14:21.756,06,00,00,06,00,00,00,00
2025-05-28 16:14:21.774,06,00,00,02,00,00,00,00
2025-05-28 16:14:21.775,06,00,00,0A,00,00,00,00
2025-05-28 16:14:21.786,06,00,00,08,00,00,00,00
2025-05-28 16:14:21.843,06,00,00,00,00,00,00,00
2025-05-28 16:14:21.931,06,00,00,01,00,00,00,00
2025-05-28 16:14:21.953,06,00,00,03,00,00,00,00
2025-05-28 16:14:21.976,06,00,00,07,00,00,00,00
2025-05-28 16:14:21.994,06,00,00,06,00,00,00,00
2025-05-28 16:14:21.996,06,00,00,0E,00,00,00,00
2025-05-28 16:14:22.019,06,00,00,0C,00,00,00,00
2025-05-28 16:14:22.021,06,00,00,08,00,00,00,00
2025-05-28 16:14:22.076,06,00,00,00,00,00,00,00
2025-05-28 16:14:22.179,06,00,00,01,00,00,00,00
2025-05-28 16:14:22.201,06,00,00,03,00,00,00,00
2025-05-28 16:14:22.212,06,00,00,07,00,00,00,00
2025-05-28 16:14:22.235,06,00,00,06,00,00,00,00
2025-05-28 16:14:22.237,06,00,00,02,00,00,00,00
2025-05-28 16:14:22.251,06,00,00,00,00,00,00,00
2025-05-28 16:14:22.996,06,00,00,02,00,00,00,00
2025-05-28 16:14:22.997,06,00,00,06,00,00,00,00
