timestamp,raw_data
2025-05-17 11:38:48.110,06,00,00,00,00,00,00,00
2025-05-17 11:38:48.189,06,00,00,40,00,00,00,00
2025-05-17 11:38:48.240,06,00,00,00,00,00,00,00
2025-05-17 11:38:48.381,06,00,00,10,00,00,00,00
2025-05-17 11:38:48.438,06,00,00,00,00,00,00,00
2025-05-17 11:38:48.535,06,00,00,40,00,00,00,00
2025-05-17 11:38:48.595,06,00,00,00,00,00,00,00
2025-05-17 11:38:48.679,06,00,00,01,00,00,00,00
2025-05-17 11:38:48.729,06,00,00,00,00,00,00,00
2025-05-17 11:38:48.757,06,00,00,04,00,00,00,00
2025-05-17 11:38:48.823,06,00,00,00,00,00,00,00
2025-05-17 11:38:49.261,06,00,10,00,00,00,00,00
2025-05-17 11:38:49.357,06,00,00,00,00,00,00,00
2025-05-17 11:38:49.446,06,00,10,00,00,00,00,00
2025-05-17 11:38:49.519,06,00,00,00,00,00,00,00
2025-05-17 11:38:49.599,06,00,10,00,00,00,00,00
2025-05-17 11:38:49.672,06,00,00,00,00,00,00,00
2025-05-17 11:38:49.747,06,00,10,00,00,00,00,00
2025-05-17 11:38:49.831,06,00,00,00,00,00,00,00
2025-05-17 11:38:49.922,06,00,10,00,00,00,00,00
2025-05-17 11:38:49.979,06,00,00,00,00,00,00,00
2025-05-17 11:38:50.134,06,00,20,00,00,00,00,00
2025-05-17 11:38:50.191,06,00,00,00,00,00,00,00
2025-05-17 11:38:50.295,06,00,20,00,00,00,00,00
2025-05-17 11:38:50.371,06,00,00,00,00,00,00,00
2025-05-17 11:38:50.434,06,00,20,00,00,00,00,00
2025-05-17 11:38:50.516,06,00,00,00,00,00,00,00
2025-05-17 11:38:50.655,06,00,40,00,00,00,00,00
2025-05-17 11:38:50.735,06,00,00,00,00,00,00,00
2025-05-17 11:38:50.812,06,00,40,00,00,00,00,00
2025-05-17 11:38:50.901,06,00,00,00,00,00,00,00
2025-05-17 11:38:50.983,06,00,40,00,00,00,00,00
2025-05-17 11:38:51.098,06,00,00,00,00,00,00,00
2025-05-17 11:38:51.925,06,00,80,00,00,00,00,00
2025-05-17 11:38:51.991,06,00,00,00,00,00,00,00
2025-05-17 11:38:52.067,06,00,80,00,00,00,00,00
2025-05-17 11:38:52.152,06,00,00,00,00,00,00,00
2025-05-17 11:38:52.239,06,00,80,00,00,00,00,00
2025-05-17 11:38:52.316,06,00,00,00,00,00,00,00
2025-05-17 11:38:52.401,06,00,80,00,00,00,00,00
2025-05-17 11:38:52.479,06,00,00,00,00,00,00,00
2025-05-17 11:38:52.685,06,00,00,01,00,00,00,00
2025-05-17 11:38:52.773,06,00,00,00,00,00,00,00
2025-05-17 11:38:52.841,06,00,00,01,00,00,00,00
2025-05-17 11:38:52.946,06,00,00,00,00,00,00,00
2025-05-17 11:38:53.257,06,00,00,02,00,00,00,00
2025-05-17 11:38:53.317,06,00,00,00,00,00,00,00
2025-05-17 11:38:53.400,06,00,00,02,00,00,00,00
2025-05-17 11:38:53.472,06,00,00,00,00,00,00,00
2025-05-17 11:38:53.556,06,00,00,02,00,00,00,00
2025-05-17 11:38:53.629,06,00,00,00,00,00,00,00
2025-05-17 11:38:53.775,06,00,00,04,00,00,00,00
2025-05-17 11:38:53.847,06,00,00,00,00,00,00,00
2025-05-17 11:38:53.917,06,00,00,04,00,00,00,00
2025-05-17 11:38:53.988,06,00,00,00,00,00,00,00
2025-05-17 11:38:54.142,06,00,00,08,00,00,00,00
2025-05-17 11:38:54.209,06,00,00,00,00,00,00,00
2025-05-17 11:38:54.291,06,00,00,08,00,00,00,00
2025-05-17 11:38:54.371,06,00,00,00,00,00,00,00
2025-05-17 11:38:54.504,06,00,00,10,00,00,00,00
2025-05-17 11:38:54.592,06,00,00,00,00,00,00,00
2025-05-17 11:38:54.668,06,00,00,10,00,00,00,00
2025-05-17 11:38:54.783,06,00,00,00,00,00,00,00
2025-05-17 11:38:54.976,06,00,00,20,00,00,00,00
2025-05-17 11:38:55.030,06,00,00,00,00,00,00,00
2025-05-17 11:38:55.127,06,00,00,20,00,00,00,00
2025-05-17 11:38:55.205,06,00,00,00,00,00,00,00
2025-05-17 11:38:55.274,06,00,00,20,00,00,00,00
2025-05-17 11:38:55.347,06,00,00,00,00,00,00,00
2025-05-17 11:38:55.426,06,00,00,40,00,00,00,00
2025-05-17 11:38:55.495,06,00,00,00,00,00,00,00
2025-05-17 11:38:55.568,06,00,00,40,00,00,00,00
2025-05-17 11:38:55.637,06,00,00,00,00,00,00,00
2025-05-17 11:38:55.757,06,00,00,80,00,00,00,00
2025-05-17 11:38:55.832,06,00,00,00,00,00,00,00
2025-05-17 11:38:55.905,06,00,00,80,00,00,00,00
2025-05-17 11:38:56.009,06,00,00,00,00,00,00,00
2025-05-17 11:38:56.068,06,00,00,00,01,00,00,00
2025-05-17 11:38:56.182,06,00,00,00,00,00,00,00
2025-05-17 11:38:56.225,06,00,00,00,01,00,00,00
2025-05-17 11:38:56.337,06,00,00,00,00,00,00,00
