timestamp,raw_data
2025-05-28 15:56:46.847,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:46.847,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:46.876,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:46.934,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:47.079,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:47.315,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:48.145,06,00,30,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:48.736,06,00,20,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:48.898,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:48.978,06,00,20,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:49.136,06,00,60,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:49.148,06,00,40,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:49.348,06,00,50,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:49.562,06,00,70,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:49.965,06,00,F0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:50.312,06,00,E0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:50.320,06,00,C0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:50.340,06,00,80,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:50.372,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:50.687,06,00,10,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:50.696,06,00,90,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:50.706,06,00,D0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:50.913,06,00,90,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:51.275,06,00,D0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:51.353,06,00,F0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:51.665,06,00,E0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:51.683,06,00,C0,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:51.704,06,00,80,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:56:51.712,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
