timestamp,raw_data
2025-05-28 15:49:14.146,06,02,00,00,00,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:14.147,06,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:14.147,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:14.148,06,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:14.148,06,02,00,00,00,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:14.149,06,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:14.149,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:14.732,06,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:14.734,06,02,00,00,00,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:16.035,06,02,40,00,00,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:16.860,06,02,40,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:16.860,06,00,40,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:17.042,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:17.205,06,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:17.207,06,02,40,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:17.260,06,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:17.262,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:19.545,06,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:19.548,06,02,00,00,00,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:20.147,06,02,40,00,00,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:20.861,06,02,40,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:20.863,06,00,40,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:49:21.478,06,02,40,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
