timestamp,raw_data
2025-05-28 15:53:13.852,06,00,00,00,20,08,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:13.852,06,00,00,00,20,18,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:13.853,06,00,00,00,00,18,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:13.853,06,00,00,00,00,38,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:13.854,06,00,00,00,00,30,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:13.854,06,00,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:13.915,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:13.985,06,00,00,00,00,08,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:13.989,06,00,00,00,20,08,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:14.035,06,00,00,00,00,08,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:14.036,06,00,00,00,00,18,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:14.056,06,00,00,00,00,10,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:14.057,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:14.058,06,00,00,00,00,20,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:14.090,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:15.006,06,00,00,00,20,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:15.309,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:15.593,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:15.596,06,01,00,00,00,08,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:16.505,06,01,40,00,00,08,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:16.975,06,01,40,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:16.977,06,00,40,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:16.988,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:17.249,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:17.251,06,01,40,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:17.281,06,01,40,00,00,02,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:17.333,06,01,40,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:17.335,06,00,40,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:17.345,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:17.528,06,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:17.529,06,01,00,00,00,08,00,00,00,00,00,00,00,00,00,00
2025-05-28 15:53:17.541,06,01,40,00,00,08,00,00,00,00,00,00,00,00,00,00
